MESA,UNE,SEMILLA,NULOS,BLANCO
4776,11,33,9,1
4777,28,52,27,3
4778,21,44,50,4
4779,21,40,41,7
4780,30,39,35,6
4781,36,44,40,5
4782,29,43,30,3
4783,36,35,41,1
4784,33,45,39,2
4785,34,36,34,3
4786,15,61,15,1
4787,17,62,26,3
4788,31,39,27,0
4789,27,39,33,6
4790,32,47,36,1
4791,19,53,35,0
4792,29,49,35,3
4793,25,45,37,2
4794,19,52,27,0
4795,32,52,31,3
4796,34,44,33,2
4797,26,50,31,2
4798,29,48,40,0
4799,45,51,22,5
4800,36,49,26,2
4801,33,38,20,3
4802,33,37,26,3
4803,36,41,27,4
4804,32,48,28,3
4805,18,57,27,2
4806,19,79,17,1
4807,13,125,14,0
4808,14,109,20,0
4809,24,68,15,0
4810,13,56,13,0
4811,26,63,14,1
4812,9,92,14,0
4813,16,49,9,1
4814,11,32,7,1
4815,16,65,33,2
4816,5,64,33,0
4817,7,80,26,1
4818,13,62,40,2
4819,18,76,36,1
4820,15,77,24,1
4821,14,81,18,0
4822,14,111,19,0
4823,9,89,17,0
4824,12,81,31,0
4825,12,85,32,2
4826,8,81,42,1
4827,13,82,29,0
4828,14,71,24,1
4829,12,86,25,1
4830,8,83,30,2
4831,11,83,35,1
4832,13,85,31,0
4833,12,64,25,0
4834,17,74,23,0
4835,7,76,27,1
4836,10,101,25,2
4837,6,162,17,--
4838,5,159,18,0
4839,6,155,10,0
4840,11,99,13,1
4841,2,126,15,1
4842,1,93,10,0
4843,5,65,10,1
4844,20,49,52,1
4845,15,65,41,2
4846,20,71,49,2
4847,16,46,48,3
4848,14,70,30,1
4849,20,52,53,0
4850,19,73,37,3
4851,11,66,33,0
4852,15,46,43,3
4853,16,69,42,1
4854,14,68,37,1
4855,10,59,43,2
4856,19,54,46,1
4857,16,40,44,1
4858,18,48,38,2
4859,14,55,41,2
4860,17,58,42,3
4861,10,56,37,0
4862,14,52,32,1
4863,13,65,37,2
4864,3,67,28,1
4865,2,127,21,0
4866,8,154,15,0
4867,9,106,24,--
4868,6,79,36,193
4869,8,83,14,0
4870,8,66,19,0
4871,20,33,36,3
4872,17,30,36,6
4873,18,28,30,2
4874,14,40,38,4
4875,23,23,39,2
4876,20,37,32,1
4877,11,41,28,7
4878,20,45,35,1
4879,17,31,33,4
4880,17,27,23,5
4881,9,27,18,1
4882,14,14,17,1
4883,4,4,8,1
4884,2,3,4,1
4885,0,2,1,0
4886,36,50,39,0
4887,36,57,37,2
4888,28,49,49,4
4889,34,44,52,4
4890,32,39,50,1
4891,22,47,38,8
4892,27,62,34,2
4893,33,61,29,5
4894,22,61,37,0
4895,27,52,42,5
4896,23,44,41,5
4897,21,61,44,2
4898,26,52,47,1
4899,19,69,33,1
4900,32,58,31,0
4901,20,66,30,1
4902,32,54,31,5
4903,36,55,29,3
4904,31,43,30,1
4905,28,50,35,8
4906,29,54,24,3
4907,28,67,41,2
4908,16,87,31,3
4909,8,146,9,1
4910,21,104,27,0
4911,18,95,18,1
4912,20,68,32,5
4913,15,83,21,0
4914,65,20,30,2
4915,38,22,90,5
4916,69,24,26,6
4917,48,28,39,5
4918,60,30,45,7
4919,72,18,39,6
4920,76,16,31,15
4921,43,42,30,2
4922,19,39,10,1
4923,34,22,11,0
4924,58,21,39,6
4925,27,15,27,2
4926,14,35,22,1
4927,75,21,37,12
4928,67,22,31,5
4929,68,24,31,11
4930,78,19,33,4
4931,55,28,48,2
4932,65,27,40,4
4933,100,26,21,9
4934,81,28,22,5
4935,44,54,19,0
4936,45,44,26,1
4937,49,21,49,8
4938,53,27,40,14
4939,38,30,41,13
4940,34,20,102,8
4941,34,22,39,11
4942,39,34,37,6
4943,38,23,46,5
4944,47,22,33,3
4945,36,49,58,7
5031,84,7,40,20
5032,44,12,34,6
5033,62,11,44,8
5034,55,10,46,13
5035,57,13,53,12
5036,58,9,54,5
5037,69,8,38,10
5038,71,5,38,9
5039,50,4,48,9
5040,46,16,22,4
5041,46,20,33,1
5042,30,5,17,2
5043,37,7,8,4
5044,40,36,34,4
5045,53,25,44,5
5046,36,32,50,3
5047,40,30,57,6
5048,41,34,56,3
5049,31,41,49,3
5050,35,23,46,4
5051,27,82,31,2
5052,23,63,34,0
5053,30,33,52,6
5054,26,35,25,2
5055,34,32,42,2
5056,33,36,40,3
5057,34,42,52,0
5058,39,33,36,2
5059,29,27,31,1
5060,29,30,40,2
5061,45,38,36,7
5062,45,26,37,8
5063,40,19,35,9
5064,34,23,31,4
5065,28,36,28,4
5066,19,86,29,0
5067,23,92,24,0
5068,14,70,21,1
5069,8,43,18,1
5070,22,42,19,1
5071,78,11,40,25
5072,79,11,54,19
5073,82,4,47,23
5074,98,16,34,10
5075,74,14,34,12
5076,66,11,39,22
5077,70,16,38,9
5078,40,13,19,5
5079,35,16,21,2
5080,60,19,43,9
5081,46,31,49,11
5082,66,23,42,15
5083,37,22,49,7
5084,56,21,33,15
5085,44,40,39,5
5086,53,29,33,1
5087,48,25,37,2
5088,39,24,36,6
5089,42,33,40,5
5090,49,29,28,8
5091,74,28,26,11
5092,64,22,40,6
5093,51,26,25,7
5094,46,48,38,2
5095,30,77,30,1
5096,37,56,18,3
5097,40,32,28,6
5098,92,7,35,34
5099,77,7,43,9
5100,76,2,34,17
5101,63,6,31,10
5102,57,6,21,6
5103,110,4,42,9
5104,106,3,28,9
5105,38,9,33,7
5106,24,20,36,3
5107,84,10,64,17
5108,93,18,50,8
5109,92,10,66,4
5110,47,11,31,4
5111,36,20,20,1
5112,20,30,9,43
5113,26,24,34,6
5114,19,34,25,4
5115,33,32,38,8
5116,24,25,30,4
5117,20,22,18,2
5118,2,6,5,0
5119,22,48,45,0
5120,23,48,50,3
5121,--,--,--,--
5122,25,47,26,1
5123,37,66,37,1
5124,28,53,45,2
5125,20,72,45,2
5126,36,56,34,3
5127,26,61,48,2
5128,23,66,39,3
5129,20,62,44,3
5130,9,84,24,3
5131,17,87,39,3
5132,27,50,42,1
5133,24,51,29,2
5134,24,59,38,3
5135,16,59,40,4
5136,23,48,35,0
5137,18,65,45,2
5138,20,70,38,1
5139,13,78,39,4
5140,22,77,--,--
5141,26,76,27,2
5142,15,64,42,3
5143,21,62,31,1
5144,15,62,25,0
5145,14,64,32,2
5146,19,75,28,0
5147,10,120,16,0
5148,13,150,10,2
5149,10,124,18,0
5150,14,112,22,0
5151,22,67,39,2
5152,12,71,27,0
5153,4,65,11,--
5154,5,57,8,2
5155,24,76,33,1
5156,24,52,44,3
5157,29,52,44,1
5158,13,70,41,5
5159,18,65,41,3
5160,22,60,39,1
5161,19,64,43,0
5162,30,64,33,6
5163,18,67,28,5
5164,4,127,22,0
5165,13,92,23,0
5166,4,44,18,0
5167,4,76,17,0
5168,31,41,43,3
5169,22,48,31,4
5170,19,41,54,0
5171,18,60,47,0
5172,13,81,28,0
5173,21,70,42,1
5174,24,57,33,4
5175,16,57,50,1
5176,--,--,--,--
5177,12,63,31,2
5178,8,114,19,0
5179,9,86,21,1
5180,11,82,19,0
5181,11,57,35,0
5182,12,55,33,1
5183,6,47,35,1
5184,10,57,38,1
5185,11,52,27,2
5186,9,58,28,3
5187,17,67,31,2
5188,12,66,37,3
5189,12,50,35,4
5190,12,66,48,3
5191,7,58,38,1
5192,14,62,22,5
5193,12,60,40,2
5194,13,61,43,3
5195,12,54,30,1
5196,15,45,32,1
5197,11,56,41,1
5198,7,84,24,0
5199,7,88,23,1
5200,6,82,21,1
5201,9,71,24,0
5202,8,61,29,1
5203,10,69,34,1
5204,10,67,33,0
5205,12,59,22,1
5206,7,65,20,0
5207,10,68,27,0
5208,14,67,26,1
5209,14,46,25,0
5210,19,66,26,1
5211,7,71,31,0
5212,8,55,33,1
5213,10,66,25,1
5214,16,66,32,2
5215,11,64,38,3
5216,8,69,25,2
5217,13,61,30,3
5218,16,53,18,3
5219,13,60,--,129
5220,9,53,32,105
5221,10,52,29,6
5222,6,60,32,0
5223,16,53,34,0
5224,14,37,24,2
5225,8,73,21,1
5226,12,75,20,0
5227,12,99,26,1
5228,5,100,16,2
5229,4,132,15,0
5230,7,149,20,--
5231,6,153,17,0
5232,0,151,13,1
5233,3,113,20,0
5234,8,94,19,0
5235,3,93,21,2
5236,8,85,22,2
5237,6,122,17,0
5238,5,88,16,2
5239,3,84,12,2
5240,17,53,45,0
5241,22,49,41,3
5242,22,49,37,6
5243,22,49,43,1
5244,24,52,49,0
5245,24,68,35,0
5246,14,55,38,3
5247,30,55,27,0
5248,14,61,42,3
5249,22,46,42,1
5250,24,50,37,2
5251,22,53,42,0
5252,10,61,42,2
5253,18,50,27,2
5254,20,60,34,153
5255,9,91,23,1
5256,8,121,18,0
5257,13,104,35,2
5258,8,58,17,1
5259,8,78,16,0
5260,75,30,41,7
5410,7,65,30,3
5411,9,54,22,5
5412,9,75,32,2
5413,15,75,28,2
5414,15,80,28,6
5415,10,56,11,8
5416,11,54,37,6
5417,5,118,16,0
5418,5,100,11,1
5419,15,53,41,1
5420,14,56,44,6
5421,13,51,41,5
5422,9,71,33,2
5423,20,71,33,6
5424,10,74,30,4
5425,13,68,35,8
5426,18,40,46,6
5427,13,48,21,3
5428,10,99,22,2
5429,4,116,21,3
5430,3,94,19,0
5431,12,63,28,6
5432,12,59,43,3
5433,5,88,31,10
5434,16,76,32,7
5435,7,67,26,8
5436,5,24,13,0
5437,23,82,40,10
5438,22,60,32,11
5439,18,105,43,3
5440,25,92,37,5
5441,23,79,37,7
5442,14,96,34,10
5443,19,83,43,7
5444,19,71,38,7
5445,15,84,35,10
5446,18,73,41,9
5447,23,84,31,6
5448,15,114,34,2
5449,18,87,31,8
5450,18,84,39,5
5451,17,83,29,10
5452,32,95,45,4
5453,20,83,29,3
5454,15,91,32,4
5455,22,96,25,2
5456,21,87,33,8
5457,14,73,40,4
5458,24,85,30,8
5459,17,83,31,2
5460,22,77,30,7
5461,28,78,26,4
5462,15,79,33,130
5463,22,94,32,9
5464,17,124,21,3
5465,11,145,21,3
5466,11,191,13,0
5467,9,198,13,2
5468,2,172,21,3
5469,8,128,20,2
5470,11,62,19,4
5471,13,64,22,7
5472,15,56,41,7
5473,8,46,23,0
5474,27,45,50,21
5475,20,54,67,15
5476,20,53,46,34
5477,33,58,39,21
5478,34,43,35,26
5479,28,40,47,26
5480,38,41,45,37
5481,34,35,40,29
5482,46,35,54,21
5483,29,45,42,33
5484,34,16,48,22
5485,39,14,58,24
5486,43,18,54,38
5487,25,41,37,19
5488,24,48,52,13
5489,25,42,37,21
5490,27,50,34,25
5491,18,53,51,18
5492,30,48,46,19
5493,30,47,39,29
5494,15,83,42,11
5495,16,109,36,12
5496,18,104,53,9
5497,15,102,28,17
5498,16,89,46,13
5499,15,34,25,13
5500,17,24,26,12
5501,11,22,27,4
5502,58,19,32,29
5503,37,22,38,22
5504,37,32,26,15
5505,23,31,19,6
5506,20,17,12,5
5507,71,6,43,45
5508,73,8,39,36
5509,72,8,38,55
5510,60,6,37,34
5511,69,8,25,26
5512,66,6,30,25
5513,62,16,40,27
5514,75,7,28,26
5515,65,8,27,39
5516,32,14,23,14
5517,43,10,17,13
5518,49,5,7,23
5519,11,55,33,15
5520,13,37,29,13
5521,19,40,29,22
5522,22,44,29,13
5523,21,41,28,12
5524,22,69,37,12
5525,17,49,43,14
5526,17,48,40,16
5527,16,54,26,12
5528,25,44,28,14
5529,17,46,25,19
5530,14,50,38,15
5531,14,63,30,16
5532,19,47,33,12
5533,21,39,36,5
5534,18,41,32,17
5535,7,76,30,5
5536,12,70,22,1
5537,14,52,44,13
5538,17,63,24,11
5539,16,47,29,14
5540,17,44,43,17
5541,19,70,33,13
5542,13,61,27,6
5543,16,66,33,9
5544,6,118,16,5
5545,12,121,14,5
5546,13,114,14,4
5547,9,116,20,3
5548,9,78,16,6
5549,17,56,19,3
5550,12,41,31,23
5551,22,32,40,11
5552,10,24,20,10
5553,12,14,15,12
5554,31,27,52,46
5555,20,48,50,43
5556,15,40,42,36
5557,21,45,57,42
5558,19,43,46,45
5559,29,42,51,42
5560,24,37,48,29
5561,20,56,57,12
5562,9,62,74,23
5563,23,49,53,30
5564,23,55,53,11
5565,19,46,46,48
5566,17,52,32,38
5567,13,64,48,29
5568,18,104,34,17
5569,11,112,35,7
5570,8,144,44,13
5571,16,97,53,10
5572,10,31,27,7
5573,12,27,18,6
5574,3,38,16,1
5575,2,37,14,2
5576,5,28,58,16
5577,10,17,55,15
5578,7,36,37,16
5579,7,34,49,17
5580,10,27,40,15
5581,5,25,60,13
5582,11,34,47,20
5583,9,37,43,20
5584,8,22,51,20
5585,17,42,32,20
5586,10,26,51,14
5587,13,26,44,13
5588,5,33,34,24
5589,9,23,40,18
5590,9,55,38,6
5591,9,25,36,13
5592,9,43,44,8
5593,11,43,45,4
5594,11,53,39,11
5595,11,25,32,8
5596,9,31,40,13
5597,13,34,30,6
5598,7,65,38,4
5599,6,82,27,4
5600,4,69,23,4
5601,3,102,23,3
5602,1,68,32,4
5603,5,51,26,6
5604,7,56,26,7
5605,20,23,51,11
5606,11,33,53,20
5607,13,22,36,7
5608,2,36,21,7
5609,10,21,41,15
5610,16,19,40,16
5611,13,14,28,18
5612,11,17,39,13
5613,12,18,43,7
5614,18,21,45,4
5615,8,33,39,5
5616,7,44,17,9
5617,3,33,22,2
5618,13,22,58,19
5619,16,22,57,17
5620,4,10,23,9
5621,6,16,15,11
5622,10,49,50,9
5623,13,46,53,10
5624,11,51,52,8
5625,15,50,38,4
5626,13,62,39,6
5627,13,49,35,6
5628,18,60,39,5
5629,27,49,37,11
5630,8,52,38,12
5631,10,86,33,5
5632,12,125,23,4
5633,6,98,35,2
5634,14,65,28,5
5635,4,14,12,2
5636,20,56,50,5
5637,23,63,57,3
5638,19,62,40,8
5639,18,63,34,11
5640,20,58,44,6
5641,24,75,27,3
5642,16,61,36,2
5643,27,63,56,4
5644,20,53,52,2
5645,14,61,40,4
5646,23,62,37,2
5647,17,72,23,2
5648,9,82,31,5
5649,20,45,41,6
5650,14,65,31,3
5651,11,56,30,4
5652,16,79,30,0
5653,11,71,43,3
5654,14,79,40,2
5655,17,73,35,2
5656,21,73,23,4
5657,16,78,32,4
5658,19,80,44,6
5659,27,70,36,4
5660,25,56,39,1
5661,17,83,34,1
5662,9,119,20,3
5663,14,147,29,0
5664,17,130,28,2
5665,7,166,14,0
5666,9,131,20,0
5667,13,102,30,6
5668,10,109,29,0
5669,8,74,6,0
5670,4,66,7,2
5671,32,55,44,13
5672,33,45,43,11
5673,9,64,37,7
5674,24,64,25,8
5675,14,103,33,2
5676,42,18,19,4
5677,20,38,32,2
5678,33,49,43,10
5679,16,29,37,5
5680,16,23,12,2
5681,19,45,64,11
5682,11,58,55,26
5683,26,40,55,21
5684,19,35,62,15
5685,23,45,49,23
5686,10,64,46,20
5687,14,53,50,10
5688,15,59,34,9
5689,19,65,40,11
5690,16,54,46,19
5691,14,77,40,11
5692,9,104,53,13
5693,17,123,39,6
5694,10,58,35,6
5695,8,39,25,7
5696,19,33,52,20
5697,20,55,52,15
5698,10,47,61,12
5699,13,49,61,20
5700,14,44,54,10
5701,11,50,54,8
5702,16,55,76,14
5703,19,50,57,16
5704,9,78,44,10
5705,3,100,42,5
5706,7,101,39,4
5707,2,12,16,14
5708,23,46,55,12
5709,12,47,50,15
5710,16,31,52,8
5711,11,55,50,5
5712,16,50,56,7
5713,26,29,57,21
5714,14,51,56,7
5715,19,52,46,15
5716,25,43,47,18
5717,23,39,34,17
5718,17,39,46,15
5719,8,107,40,4
5720,11,119,35,1
5721,2,51,29,5
5722,7,46,21,3
5723,37,33,35,15
5724,38,39,40,13
5725,29,46,40,6
5726,11,17,40,12
5727,34,20,29,13
5728,23,19,49,13
5729,32,14,38,17
5730,34,11,36,21
5731,31,9,42,22
5732,16,12,47,25
5733,31,14,39,13
5734,33,9,42,16
5735,37,6,43,19
5786,19,68,30,8
5787,9,73,35,8
5788,15,105,24,2
5789,11,103,32,2
5790,8,126,39,1
5791,5,158,23,3
5792,8,121,15,2
5793,7,130,30,2
5794,4,93,22,1
5795,5,65,24,3
5796,34,38,65,0
5797,26,42,72,15
5798,20,45,64,25
5799,29,52,58,13
5800,18,53,50,23
5801,25,34,46,25
5802,11,66,34,7
5803,8,61,41,7
5804,18,45,27,11
5805,10,45,35,9
5806,9,25,18,5
5807,7,14,11,7
5808,11,32,52,17
5809,12,33,48,22
5810,20,29,41,34
5811,18,31,22,17
5812,12,42,49,25
5813,20,25,57,21
5814,25,24,56,32
5815,13,55,58,9
5816,13,38,42,11
5817,14,55,29,17
5818,21,39,52,14
5819,14,53,51,9
5820,17,27,45,9
5821,10,38,47,28
5822,11,67,45,13
5823,4,108,34,4
5824,7,59,17,2
5825,9,33,18,2
5826,8,33,44,8
5827,33,25,47,17
5828,39,27,49,25
5829,30,27,53,16
5830,19,25,64,21
5831,17,36,59,19
5832,24,27,65,28
5833,26,24,51,22
5834,26,22,59,26
5835,39,23,55,31
5836,34,25,47,42
5837,32,29,47,33
5838,37,24,66,25
5839,26,38,42,27
5840,18,45,62,2
5841,20,46,51,25
5842,22,38,63,10
5843,23,39,57,9
5844,25,40,61,11
5845,22,40,56,20
5846,25,25,50,21
5847,30,32,52,13
5848,14,30,51,24
5849,21,39,50,25
5850,21,36,52,14
5851,28,50,64,8
5852,13,107,48,2
5853,19,99,47,3
5854,16,92,41,10
5855,27,33,29,5
5856,13,37,32,9
5857,17,19,71,22
5858,22,20,57,15
5859,12,58,50,23
5860,6,65,32,29
5861,8,61,39,32
5862,8,55,46,34
5863,10,60,49,27
5864,11,56,51,22
5865,8,66,45,18
5866,6,102,33,8
5867,12,86,47,17
5868,--,--,--,--
5869,6,86,42,17
5870,8,70,40,29
5871,11,65,36,20
5872,10,87,37,23
5873,8,126,23,13
5874,6,164,25,5
5875,3,130,38,17
5876,11,97,29,6
5877,2,27,22,9
5878,24,42,75,50
5879,26,52,62,52
5880,23,36,71,49
5881,19,56,64,37
5882,26,49,63,39
5883,21,50,54,46
5884,20,90,46,37
5885,21,113,54,16
5886,9,66,34,11
5887,15,43,31,18
5888,11,48,39,5
5889,15,44,27,1
5890,13,65,28,3
5891,16,51,41,3
5892,6,125,29,1
5893,4,121,22,0
5894,2,55,14,0
5895,4,54,13,1
5896,17,44,34,7
5897,13,38,46,2
5898,16,45,40,4
5899,13,40,61,4
5900,11,36,51,4
5901,15,55,25,3
5902,10,44,45,0
5903,10,48,33,2
5904,12,52,40,12
5905,16,50,50,5
5906,13,56,35,5
5907,9,51,41,5
5908,8,45,44,6
5909,8,56,42,5
5910,6,98,26,0
6004,17,42,37,8
6005,23,30,45,8
6006,27,49,35,11
6007,12,47,38,3
6008,20,43,36,4
6009,21,40,37,9
6010,19,38,39,8
6011,35,18,35,7
6012,19,49,32,1
6013,4,85,20,0
6014,10,30,18,1
6015,6,31,10,1
6016,20,35,31,5
6017,28,35,29,9
6018,11,50,22,1
6019,48,13,35,10
6020,52,21,46,10
6021,49,13,24,9
6022,31,23,20,3
6023,55,6,31,24
6024,48,8,40,8
6025,43,8,39,29
6026,43,20,55,15
6027,25,17,42,18
6028,42,9,41,35
6029,19,19,44,14
6030,10,12,28,2
6031,13,7,26,2
6032,24,23,40,7
6033,12,22,55,10
6034,21,42,49,7
6035,18,46,50,14
6036,23,29,41,15
6037,6,25,31,5
6038,4,10,17,1
6039,36,5,60,40
6040,42,4,58,43
6041,32,11,57,36
6042,32,12,65,30
6043,27,14,64,32
6044,36,13,64,20
6045,38,12,84,28
6046,24,11,71,26
6047,37,18,58,22
6048,27,19,74,23
6049,31,15,67,23
6050,38,12,59,16
6051,24,12,53,34
6052,29,10,75,16
6053,27,20,72,13
6054,16,21,79,17
6055,33,13,68,16
6056,25,26,56,10
6057,15,61,58,13
6058,8,58,74,7
6059,25,37,62,12
6060,21,17,62,10
6061,21,30,74,11
6062,22,24,70,7
6063,18,8,45,18
6064,57,1,58,31
6065,52,2,61,30
6066,62,6,41,32
6067,60,8,33,39
6068,51,1,35,46
6069,59,4,41,39
6070,60,6,52,44
6071,62,4,60,29
6072,58,5,45,19
6073,49,6,58,22
6074,56,8,36,25
6075,43,9,55,6
6076,50,17,70,25
6077,27,12,31,16
6078,36,2,36,22
6079,33,7,44,31
6080,18,7,31,14
6081,25,36,55,18
6082,37,13,46,25
6083,21,17,38,23
6084,25,20,65,12
6085,24,26,59,21
6086,22,27,47,13
6087,24,33,44,21
6088,26,30,46,28
6089,25,21,56,15
6090,30,27,52,13
6091,19,35,50,23
6092,22,38,34,12
6093,19,38,50,2
6094,14,36,52,9
6095,25,23,51,19
6096,30,22,57,10
6097,13,38,45,21
6098,22,16,61,19
6099,25,16,46,27
6100,23,29,59,12
6101,25,21,51,10
6102,27,32,49,19
6103,26,31,55,19
6104,9,26,51,19
6105,24,20,53,18
6106,19,22,39,15
6107,34,27,42,8
6108,15,38,49,6
6109,12,68,32,5
6110,11,92,46,6
6111,13,72,45,7
6112,9,83,39,4
6113,8,62,27,4
6114,12,46,37,8
6115,15,62,42,10
6116,6,11,19,7
6117,9,13,13,7
6118,15,10,48,42
6119,26,6,48,26
6120,24,4,54,29
6121,21,2,48,20
6122,7,11,42,15
6123,2,7,34,7
6124,30,1,53,45
6125,36,3,53,37
6126,28,3,49,31
6127,28,1,42,30
6128,33,3,61,30
6129,37,1,45,31
6130,23,3,57,33
6131,22,4,51,17
6132,46,2,52,29
6133,32,0,56,38
6134,33,2,40,38
6135,37,7,40,37
6136,29,3,41,29
6137,30,7,55,15
6138,20,5,38,11
6139,17,5,33,23
6140,31,12,58,27
6141,18,10,67,32
6142,30,8,49,21
6143,34,9,48,7
6144,29,11,48,31
6145,27,10,46,22
6146,10,25,24,10
6147,17,8,24,14
6148,51,3,38,51
6149,47,8,30,45
6150,35,7,50,54
6151,33,5,45,23
6152,44,2,44,15
6153,44,10,26,32
6154,41,6,39,36
6155,45,5,32,33
6156,39,5,36,15
6157,39,11,49,14
6158,34,1,30,16
6159,15,5,26,15
6160,55,6,61,50
6161,32,7,29,33
6162,37,2,38,38
6163,24,11,49,16
6164,35,7,45,25
6165,27,10,44,33
6166,43,5,42,34
6167,24,6,39,28
6168,17,17,51,13
6169,8,9,29,7
6170,16,4,35,12
6171,35,4,59,33
6172,20,12,49,33
6173,20,7,41,28
6174,28,11,40,32
6175,7,10,24,20
6176,10,14,38,3
6177,39,18,43,39
6178,36,12,39,9
6179,29,7,41,10
6180,39,6,30,16
6181,26,14,31,16
6182,11,11,31,6
6183,13,15,20,4
6184,25,12,36,25
6185,11,14,45,16
6186,15,14,42,25
6187,12,10,30,35
6188,13,6,23,10
6189,3,3,12,3
6190,23,55,30,11
6191,23,40,35,12
6192,38,30,38,17
6193,26,45,33,13
6194,21,24,36,13
6195,16,49,37,6
6196,25,37,43,11
6197,24,45,40,10
6198,26,33,38,7
6310,18,37,50,16
6311,17,42,50,14
6312,24,45,50,9
6313,14,54,45,16
6314,16,42,40,11
6315,10,44,39,13
6316,18,46,40,19
6317,11,41,51,10
6318,10,32,53,15
6319,10,45,33,5
6320,14,61,32,5
6321,10,77,21,5
6322,9,99,31,3
6323,6,83,28,8
6324,5,104,34,1
6325,9,108,29,1
6326,11,50,40,12
6327,16,41,22,8
6328,16,28,20,10
6329,11,35,40,9
6330,33,2,39,23
6331,21,2,48,26
6332,27,3,49,26
6333,21,3,40,11
6334,9,6,24,13
6335,11,4,20,10
6336,50,4,29,19
6337,38,6,24,24
6338,40,4,46,28
6339,38,1,39,24
6340,50,4,55,28
6341,58,5,36,17
6342,41,4,35,31
6343,28,3,32,12
6344,35,2,36,23
6345,28,2,26,21
6346,24,8,38,13
6347,34,9,34,16
6348,26,15,54,11
6349,31,8,35,21
6350,45,10,45,32
6351,34,8,54,29
6352,36,11,38,14
6353,64,6,36,17
6354,41,4,42,12
6355,27,6,68,0
6356,36,18,37,10
6357,22,16,37,13
6358,28,9,41,10
6359,19,19,39,18
6360,18,34,28,11
6361,20,18,15,4
6362,11,13,20,7
6363,44,3,28,31
6364,55,3,41,31
6365,85,2,31,32
6366,47,3,27,39
6367,36,1,20,32
6368,48,3,29,32
6369,48,2,33,18
6370,43,3,35,31
6371,48,1,21,20
6372,67,4,33,27
6373,58,2,43,24
6374,60,4,34,36
6375,25,3,22,5
6376,25,2,15,11
6377,84,8,54,19
6378,30,9,20,7
6379,25,18,16,5
6380,36,10,49,13
6381,28,10,46,22
6382,34,7,55,19
6383,33,9,53,16
6384,26,15,43,12
6385,17,18,32,10
6386,17,15,24,10
6387,24,15,42,15
6388,25,12,42,16
6389,6,32,44,12
6390,11,46,42,9
6391,12,20,27,6
6392,27,52,42,8
6393,29,51,25,21
6394,37,39,32,17
6395,42,40,41,7
6396,34,51,46,9
6397,36,54,41,8
6398,25,53,36,9
6399,36,54,30,10
6400,31,48,48,10
6401,13,47,51,15
6402,27,51,33,9
6403,31,43,41,7
6404,27,50,43,8
6405,22,39,51,11
6406,42,43,44,10
6407,18,64,35,4
6408,21,65,37,9
6409,23,67,38,6
6410,26,46,44,7
6411,43,55,35,13
6412,32,59,43,11
6413,18,56,27,14
6414,33,59,34,4
6415,39,44,33,14
6416,29,44,25,11
6417,38,42,32,12
6418,38,38,40,12
6419,39,48,24,10
6420,23,88,27,3
6421,21,87,28,5
6422,25,82,23,9
6423,28,114,22,5
6424,17,103,21,4
6425,14,119,31,2
6426,24,134,25,2
6427,21,48,22,1
6428,13,20,13,4
6429,76,14,22,25
6430,64,15,30,31
6431,--,--,--,--
6432,44,17,32,32
6433,47,23,37,22
6434,66,18,31,29
6435,48,17,27,20
6436,63,14,17,24
6437,42,34,23,17
6438,26,45,17,12
6439,43,23,16,11
6440,82,1,34,21
6441,66,10,32,12
6442,75,4,42,5
6443,76,8,31,11
6444,84,5,27,17
6445,22,12,17,2
6446,30,5,16,7
6447,65,1,26,24
6448,58,6,38,35
6449,71,2,41,30
6450,68,3,36,30
6451,43,5,27,33
6452,55,3,36,22
6453,53,7,40,38
6454,57,9,29,28
6455,42,3,29,26
6456,54,7,31,15
6457,67,6,41,30
6458,60,1,35,29
6459,52,7,34,23
6460,59,5,22,26
6461,60,10,30,23
6462,58,12,31,19
6463,49,11,36,11
6464,45,12,46,16
6465,35,5,15,14
6466,31,4,17,13
6467,75,6,30,26
6468,89,4,28,26
6469,92,8,33,22
6470,56,14,39,27
6471,65,9,29,18
6472,68,9,32,20
6473,70,10,20,14
6474,88,6,28,16
6475,65,13,39,12
6476,66,8,22,16
6477,89,8,28,12
6478,36,13,22,5
6479,47,1,19,8
6480,12,23,23,6
6481,8,17,10,6
6482,5,6,10,7
6483,82,18,34,20
6484,83,12,32,23
6485,96,11,54,19
6486,102,8,42,51
6487,87,12,43,32
6488,99,17,44,22
6489,91,13,36,16
6490,83,14,34,16
6491,71,19,33,26
6492,61,24,36,15
6493,62,44,39,5
6494,84,21,30,8
6495,44,12,19,6
6496,45,12,10,7
6497,75,5,20,20
6498,58,7,11,8
6499,21,11,13,9
6500,26,23,50,36
6501,22,23,73,57
6502,33,20,54,59
6503,30,25,60,37
6504,16,25,68,32
6505,19,33,59,36
6506,19,30,55,54
6507,18,38,49,35
6508,18,34,46,35
6509,28,39,68,26
6510,15,37,60,35
6511,21,42,46,37
6512,19,40,71,26
6513,12,40,60,12
6514,11,40,55,21
6515,13,33,71,35
6516,18,27,73,24
6517,17,46,58,35
6518,33,22,57,45
6519,14,33,63,15
6520,20,48,52,26
6521,15,26,60,32
6522,14,26,64,42
6523,22,21,63,37
6524,13,28,52,49
6525,21,48,58,25
6526,12,60,61,19
6527,20,68,67,11
6528,16,98,52,17
6529,14,93,51,13
6530,6,54,49,11
6531,14,64,55,21
6532,8,20,29,16
6533,14,23,30,14
