MESA,UNE,SEMILLA,NULOS,BLANCO
19367,110,0,31,13
19368,116,0,20,8
19369,132,1,28,5
19370,99,1,23,7
19371,100,0,16,6
19372,60,1,6,7
19373,44,0,8,5
19374,179,0,21,13
19375,154,0,37,13
19376,82,1,41,14
19377,69,1,36,20
19378,101,0,50,10
19379,98,0,30,8
19380,88,1,22,11
19381,102,0,19,3
19382,65,0,11,4
19383,47,0,12,8
19384,86,0,0,11
19385,98,1,26,5
19386,114,0,37,19
19387,109,1,41,10
19388,97,0,31,16
19389,106,1,21,13
19390,109,0,38,11
19391,88,0,27,11
19392,69,0,21,4
19393,65,0,19,7
19394,124,0,45,17
19395,128,0,38,13
19396,152,0,40,12
19397,119,0,43,11
19398,131,0,26,8
19399,120,0,25,11
19400,96,0,11,4
19401,90,0,14,2
19402,126,0,40,7
19403,115,0,25,3
19404,98,1,29,10
19405,115,0,23,5
19406,--,--,--,--
19407,88,0,30,4
19408,95,0,26,7
19409,90,0,25,3
19410,76,1,12,1
19411,67,0,11,4
19412,110,0,32,7
19413,135,0,23,14
19414,132,0,29,10
19415,107,1,33,12
19416,131,4,29,8
19417,125,2,14,5
19418,57,0,8,1
19419,60,0,10,2
19420,130,0,27,17
19421,85,3,47,9
19422,116,0,18,10
19423,90,0,36,6
19424,123,0,42,7
19425,103,0,61,14
19426,134,0,36,8
19427,120,1,26,2
19428,91,0,25,9
19429,111,1,15,7
19430,92,0,21,7
19431,38,0,12,3
19432,41,29,53,7
19433,49,43,60,4
19434,39,24,44,5
19435,28,41,61,5
19436,35,33,51,9
19437,43,36,38,1
19438,27,44,55,4
19439,35,48,48,7
19440,37,61,41,2
19441,32,52,51,5
19442,43,54,46,1
19443,43,37,60,5
19444,43,45,45,2
19445,37,61,56,1
19446,28,106,23,1
19447,23,98,26,1
19448,27,110,24,1
19449,18,38,19,1
19450,22,41,16,1
19451,63,8,58,11
19452,72,5,57,13
19453,63,10,44,9
19454,70,20,49,9
19455,76,7,48,11
19456,56,7,53,8
19457,51,10,50,9
19458,50,35,47,5
19459,33,16,15,1
19460,26,17,15,3
19461,88,6,61,17
19462,95,10,59,3
19463,51,9,68,4
19464,62,16,43,6
19465,33,23,26,2
19466,40,6,43,3
19467,82,22,52,7
19468,61,30,53,6
19469,70,30,58,8
19470,54,28,51,6
19471,49,50,31,4
19472,71,9,62,8
19473,65,7,48,13
19474,76,11,59,8
19475,69,11,66,12
19476,61,11,63,6
19477,71,10,57,11
19478,53,17,47,15
19479,68,15,48,5
19480,72,10,47,7
19481,55,24,35,5
19482,33,40,29,6
19483,48,16,19,1
19484,34,9,22,2
19485,58,24,68,7
19486,54,28,38,4
19487,34,37,29,2
19488,103,2,41,10
19489,100,0,33,11
19490,105,1,39,3
19491,115,1,44,6
19492,118,2,56,9
19493,144,0,35,16
19494,133,2,35,13
19495,111,0,50,11
19496,101,0,48,9
19497,85,4,41,14
19498,80,0,50,8
19499,86,1,56,5
19500,109,0,43,8
19501,90,0,46,11
19502,93,0,43,7
19503,109,1,45,9
19504,9,2,35,13
19505,100,1,38,16
19506,85,1,51,11
19507,78,0,42,9
19508,76,3,36,9
19509,62,10,20,6
19510,78,3,31,8
19511,87,0,30,15
19512,80,1,32,12
19513,83,1,21,1
19514,77,0,25,8
19515,38,2,14,8
19516,33,0,10,10
19517,143,1,45,8
19518,127,1,39,10
19519,117,2,63,8
19520,113,0,43,3
19521,114,0,35,9
19522,110,1,43,9
19523,132,1,32,18
19524,115,3,45,13
19525,101,0,48,9
19526,122,0,31,14
19527,114,1,26,8
19528,110,0,39,13
19529,120,0,32,10
19530,112,2,40,7
19531,98,1,44,8
19532,106,0,19,6
19617,88,0,44,18
19618,82,1,45,16
19619,102,0,36,11
19620,103,1,56,23
19621,102,1,50,15
19622,90,0,51,13
19623,99,0,51,12
19624,83,0,43,17
19625,87,1,52,13
19626,84,6,46,5
19627,85,0,21,4
19628,62,0,16,7
19629,110,0,42,10
19630,111,0,45,9
19631,122,0,43,9
19632,122,0,37,13
19633,114,1,51,24
19634,110,0,36,15
19635,104,0,32,15
19636,110,0,24,6
19637,117,0,28,6
19638,61,0,22,8
19639,51,0,6,9
19640,119,1,30,19
19641,133,0,29,20
19642,142,0,24,10
19643,122,0,24,10
19644,141,0,12,13
19645,115,0,23,10
19646,103,0,2,14
19647,122,0,10,3
19648,79,0,2,6
19649,67,0,5,5
19650,99,1,40,20
19651,112,0,44,15
19652,113,1,31,9
19653,91,0,29,10
19654,73,0,29,12
19655,74,0,34,9
19656,43,0,6,2
19657,44,0,6,5
19658,111,0,19,25
19659,115,0,42,14
19660,114,1,30,11
19661,107,0,30,15
19662,91,0,26,12
19663,83,1,25,12
19664,104,0,15,7
19665,58,2,7,3
19666,38,1,9,4
19667,78,2,52,23
19668,75,0,70,25
19669,70,1,55,27
19670,57,3,60,17
19671,72,1,38,16
19672,78,0,57,16
19673,70,1,50,24
19674,76,2,51,28
19675,70,1,66,12
19676,70,2,44,10
19677,40,0,36,5
19678,41,2,16,8
19679,88,2,48,9
19680,89,1,62,14
19681,82,2,41,29
19682,109,2,45,17
19683,87,1,52,22
19684,111,0,56,11
19685,97,0,42,22
19686,88,3,51,12
19687,87,1,53,19
19688,103,0,42,11
19689,88,1,35,19
19690,88,2,44,20
19691,78,0,59,10
19692,96,4,43,7
19693,98,1,44,5
19694,97,0,45,14
19695,47,0,14,7
19696,44,0,13,8
19697,110,2,47,8
19698,112,0,55,15
19699,108,1,39,7
19700,108,1,41,3
19701,111,5,46,19
19702,110,2,39,14
19703,114,0,44,16
19704,97,2,45,10
19705,111,1,31,3
19706,61,1,19,2
19707,45,0,18,3
19708,87,0,10,18
19709,--,--,--,--
19710,85,0,35,18
19711,93,0,38,7
19712,43,0,15,5
19713,25,0,8,3
19714,101,1,53,20
19715,101,0,61,8
19716,71,2,52,9
19717,55,6,33,5
19718,61,6,19,1
19719,115,0,48,9
19720,103,0,48,13
19721,120,1,44,8
19722,130,0,34,16
19723,100,1,0,8
19724,99,1,57,16
19725,121,0,42,21
19726,65,0,37,10
19727,100,0,30,9
19728,68,2,17,5
19729,45,1,20,3
19730,126,0,50,5
19731,116,0,37,14
19732,86,0,25,17
19733,80,0,38,10
19734,93,0,31,10
19735,23,7,43,4
19736,24,10,34,6
19737,33,11,25,4
19738,13,4,21,1
19739,7,11,5,2
19740,27,23,62,22
19741,52,13,70,22
19742,28,20,76,22
19743,43,22,73,27
19744,39,37,59,17
19745,35,41,67,12
19746,30,31,77,9
19747,33,33,78,16
19748,34,37,73,9
19749,23,27,75,11
19750,24,47,71,9
19751,31,37,77,8
19752,41,46,67,13
19753,28,36,60,14
19754,26,39,54,16
19755,25,59,55,8
19756,18,74,51,5
19757,16,91,71,4
19758,25,52,61,7
19759,23,92,44,2
19760,17,59,40,4
19761,13,49,49,5
19762,50,5,57,37
19763,44,6,47,38
19764,46,12,74,23
19765,47,2,65,30
19766,36,14,74,16
19767,38,11,55,22
19768,32,27,21,16
19769,35,27,75,3
19770,3,25,53,12
19771,48,1,67,30
19772,51,0,74,36
19773,31,1,76,43
19774,64,0,67,35
19775,49,3,51,33
19776,55,3,56,22
19777,52,3,82,25
19778,36,3,74,10
19779,53,1,70,18
19780,41,3,60,14
19781,44,3,66,35
19782,59,1,46,36
19783,67,4,34,39
19784,76,3,56,23
19785,49,4,87,25
19786,54,7,66,31
19787,67,2,42,30
19788,59,4,59,29
19789,65,2,66,25
19790,49,4,74,10
19791,48,11,64,15
19792,69,3,61,11
19793,54,11,63,13
19794,17,7,18,5
19795,31,6,29,13
19796,51,1,46,22
19797,47,1,39,36
19798,44,3,43,24
19799,53,7,56,30
19800,44,2,51,27
19801,53,0,51,22
19802,56,1,47,24
19803,50,1,74,13
19804,40,3,73,7
19805,42,4,71,5
19806,26,1,48,8
19894,50,3,12,9
19895,24,11,15,15
19896,58,4,31,24
19897,70,0,30,28
19898,57,2,40,21
19899,49,4,51,36
19900,114,1,36,26
19901,72,2,28,26
19902,79,3,29,17
19903,72,3,22,11
19904,63,3,30,25
19905,63,3,21,8
19906,50,2,26,21
19907,71,2,28,13
19908,39,0,14,16
19909,45,0,10,9
19910,78,4,25,34
19911,57,3,25,36
19912,86,10,29,42
19913,107,6,28,25
19914,95,5,25,28
19915,81,1,27,22
19916,67,2,17,16
19917,61,3,24,14
19918,77,2,38,20
19919,69,2,54,17
19920,55,5,31,15
19921,82,0,47,22
19922,80,5,52,32
19923,67,3,36,28
19924,60,2,37,42
19925,60,3,45,14
19926,64,0,51,9
19927,64,2,58,19
19928,57,4,35,15
19929,69,2,39,19
19930,72,1,26,15
19931,47,0,32,20
19932,48,2,18,11
19933,38,0,21,6
19934,43,2,18,9
19935,134,5,42,31
19936,114,5,68,33
19937,,,,
19938,137,2,52,29
19939,123,1,45,12
19940,116,3,35,22
19941,108,3,36,16
19942,91,1,60,9
19943,97,3,16,8
19944,98,3,34,10
19945,76,0,14,10
19946,64,1,22,10
19947,147,7,44,16
19948,126,4,41,22
19949,141,4,50,19
19950,137,14,40,18
19951,136,19,16,14
19952,109,10,48,18
19953,119,6,54,11
19954,66,3,23,6
19955,103,4,17,13
19956,53,4,36,36
19957,75,1,33,29
19958,56,8,27,28
19959,60,3,41,20
19960,52,2,36,23
19961,38,1,26,11
19962,22,1,18,9
19963,45,2,15,8
19964,83,3,61,25
19965,123,6,59,13
19966,97,1,42,16
19967,114,3,48,10
19968,114,0,55,23
19969,89,12,42,11
19970,88,1,32,14
19971,83,7,30,9
19972,89,1,27,4
19973,47,0,16,9
19974,44,3,24,4
19975,143,1,48,28
19976,132,2,39,15
19977,86,2,41,27
19978,104,1,32,29
19979,55,3,36,7
19980,71,1,19,14
19981,5,1,4,2
19982,47,4,68,36
19983,47,5,51,30
19984,53,1,64,37
19985,45,2,74,30
19986,33,2,57,34
19987,46,3,60,43
19988,59,2,60,44
19989,49,0,59,42
19990,38,5,76,20
19991,32,3,74,38
19992,51,2,65,43
19993,40,0,78,34
19994,48,3,84,20
19995,45,3,68,38
19996,6,0,48,55
19997,30,7,44,56
19998,46,0,58,56
19999,46,4,71,43
20000,36,4,51,37
20001,50,3,50,37
20002,44,10,64,29
20003,49,17,77,23
20004,38,31,68,16
20005,55,14,75,21
20006,51,11,67,28
20007,56,4,66,46
20008,48,10,83,23
20009,38,9,66,127
20010,38,5,46,15
20011,19,4,34,25
20012,73,2,62,48
20013,81,1,55,51
20014,68,0,65,51
20015,80,1,56,49
20016,71,0,49,47
20017,121,2,42,26
20018,108,0,50,27
20019,62,2,65,34
20020,71,1,47,54
20021,70,1,50,34
20022,64,0,55,28
20023,79,1,40,34
20024,59,2,21,50
20025,58,3,50,47
20026,71,3,62,34
20027,95,5,63,28
20028,86,1,29,45
20029,46,1,40,20
20030,45,0,37,25
20031,64,0,41,19
20032,74,0,34,18
20033,98,0,51,16
20034,71,1,49,13
20035,74,3,48,20
20036,66,0,36,20
20037,51,1,38,21
20038,54,0,52,9
20039,59,1,27,10
20040,39,1,30,14
20041,69,3,71,25
20042,75,6,71,16
20043,89,3,61,34
20044,75,0,58,30
20045,54,6,61,19
20046,70,5,63,32
20047,72,3,39,20
20128,94,0,60,46
20129,67,0,71,39
20130,90,--,66,42
20131,79,0,65,32
20132,58,0,52,7
20133,56,0,42,18
20134,77,1,60,24
20135,81,1,76,22
20136,69,1,71,26
20137,74,1,55,17
20138,35,1,28,14
20139,37,0,23,6
20140,50,7,66,14
20141,90,2,57,10
20142,46,7,83,11
20143,68,8,53,8
20144,57,13,52,22
20145,71,9,55,12
20146,49,6,71,13
20147,58,14,67,19
20148,59,7,56,13
20149,28,16,62,14
20150,39,18,48,9
20151,32,12,53,12
20152,49,11,49,12
20153,41,16,52,8
20154,41,9,34,16
20155,38,10,63,10
20156,45,6,51,14
20157,28,16,51,8
20158,28,42,67,2
20159,31,21,55,3
20160,37,16,34,15
20161,38,36,41,2
20162,59,9,42,6
20163,35,20,44,8
20164,28,5,30,4
20165,29,10,31,5
20166,40,3,22,14
20167,29,2,25,15
20168,87,3,38,7
20169,66,0,45,16
20170,45,1,42,6
20171,33,0,57,13
20172,39,2,19,31
20173,32,8,93,15
20174,27,7,60,12
20175,39,4,49,15
20176,18,6,40,4
20177,19,5,23,4
20178,102,2,48,20
20179,119,1,59,9
20180,112,2,43,22
20181,84,1,56,19
20182,56,0,24,9
20183,50,2,16,2
20184,84,1,47,16
20185,92,1,51,16
20186,83,0,58,27
20187,72,2,59,15
20188,67,0,53,17
20189,62,0,21,8
20190,40,0,34,7
20191,70,2,55,16
20192,51,4,81,20
20193,54,0,82,20
20194,49,1,44,21
20195,35,0,25,7
20196,26,1,29,5
20197,70,0,40,14
20198,83,3,36,30
20199,64,1,37,10
20200,71,1,61,16
20201,38,2,27,12
20202,30,1,20,6
20203,55,2,63,22
20204,40,3,79,17
20205,41,1,89,16
20206,39,1,71,15
20207,33,1,64,22
20208,42,0,72,15
20209,28,2,62,10
20210,37,2,63,12
20211,69,0,53,16
20212,57,1,105,122
20213,56,0,82,27
20214,51,--,36,22
20215,35,0,34,9
20263,80,5,18,3
20264,126,6,44,34
20265,125,14,47,18
20266,130,16,32,25
20267,121,7,29,8
20268,121,7,52,4
20269,110,9,38,14
20270,114,3,34,19
20271,119,3,26,14
20272,85,6,27,11
20273,78,2,22,13
20274,118,3,45,10
20275,116,1,31,5
20276,109,5,29,22
20277,142,1,22,8
20278,136,0,42,10
20279,136,2,31,7
20280,110,2,35,10
20281,91,1,35,11
20282,116,1,39,16
20283,124,0,32,18
20284,102,4,44,9
20285,108,1,58,13
20286,93,3,43,3
20287,95,4,42,9
20288,85,4,44,1
20289,90,3,19,4
20290,76,8,33,7
20291,69,3,52,16
20292,79,6,59,17
20293,74,5,54,20
20294,81,6,55,9
20295,64,7,33,20
20296,88,7,55,10
20297,93,6,55,12
20298,81,4,54,17
20299,48,12,40,13
20300,46,12,43,3
20301,69,8,51,5
20302,55,6,28,3
20303,95,6,54,19
20304,131,1,31,24
20305,97,3,48,25
20306,74,5,52,0
20307,81,5,52,16
20308,112,3,37,11
20309,101,1,44,15
20310,79,3,44,29
20311,76,8,33,8
20312,80,3,39,5
20313,73,4,30,16
20314,85,0,41,9
20315,80,0,25,7
20316,77,0,36,3
20317,93,0,30,12
20318,80,2,46,14
20319,46,4,19,9
20320,55,3,18,10
20321,108,0,47,14
20322,95,0,54,14
20323,92,0,45,11
20324,79,0,35,10
20325,71,1,27,11
20326,113,0,30,19
20327,122,3,47,13
20328,131,2,50,11
20329,114,0,40,13
20330,87,1,38,6
20331,75,0,36,6
20332,96,2,24,8
20333,85,4,43,11
20334,84,1,38,9
20335,71,4,34,9
20336,54,1,44,18
20337,78,0,36,5
20338,77,2,17,3
20339,64,52,45,2
20340,33,48,32,2
20341,17,79,28,1
20342,65,23,50,11
20343,59,48,32,5
20344,29,30,64,9
20345,29,28,74,4
20346,31,27,58,11
20347,41,32,64,6
20348,32,22,52,8
20349,32,28,69,6
20350,33,39,60,2
20351,47,47,58,7
20352,18,42,43,9
20353,17,49,44,6
20354,27,37,51,7
20355,15,40,54,4
20356,30,33,53,7
20357,28,25,59,7
20358,28,39,56,5
20359,28,33,47,2
20360,39,18,54,14
20361,38,20,59,5
20362,34,21,57,7
20363,21,29,47,3
20364,17,48,39,8
20365,20,52,47,6
20366,22,105,30,0
20367,22,60,47,176
20368,16,52,38,5
20369,26,81,40,2
20370,5,42,39,2
20371,17,19,18,2
20372,53,3,57,24
20373,37,6,51,23
20374,31,5,53,23
20375,50,4,49,23
20376,49,4,62,21
20377,47,2,57,22
20378,53,5,42,13
20379,34,6,48,11
20380,23,13,47,5
20381,31,3,30,5
20382,59,13,78,31
20383,36,12,80,20
20384,41,17,62,16
20385,53,11,57,8
20386,55,15,61,18
20387,49,10,84,16
20388,56,12,52,20
20389,41,13,57,20
20390,44,10,47,19
20391,44,26,39,13
20392,52,43,48,7
20393,48,18,37,7
20394,41,3,37,12
20395,23,2,21,6
20396,12,1,15,8
20397,42,11,68,32
20398,43,10,72,16
20399,50,6,69,24
20400,28,24,46,8
20401,36,18,34,0
20402,44,3,40,12
20403,40,4,38,13
20404,34,17,49,9
20405,37,22,59,4
20406,8,4,15,5
20407,108,18,61,26
20408,123,23,62,16
20409,109,24,56,25
20410,102,17,47,21
20411,99,15,58,32
20412,101,33,57,17
20413,83,23,55,21
20414,108,28,35,15
20415,98,2,83,45
20416,121,2,82,32
20417,108,2,75,34
20418,91,8,68,50
20419,65,11,48,20
20420,66,9,49,32
20421,53,31,71,8
20422,69,27,73,20
20423,57,23,81,9
20424,49,29,60,10
20425,50,38,68,12
20426,60,34,48,15
20427,43,85,38,3
20428,40,37,38,17
20429,66,21,64,13
20430,53,18,90,26
20431,67,16,85,12
20432,53,16,72,20
20433,62,20,71,13
20434,51,30,79,8
20435,39,30,84,17
20436,64,22,68,23
20437,50,41,58,16
20438,46,81,67,10
20439,39,29,80,5
20440,41,33,41,9
20441,58,18,72,10
20442,56,28,71,13
20443,54,21,88,10
20444,45,32,64,7
20445,63,37,72,9
20446,47,38,59,13
20447,48,62,57,4
20448,27,47,41,3
20590,53,3,47,19
20591,45,7,52,14
20592,38,5,41,14
20593,55,2,33,11
20594,30,4,58,25
20595,46,3,57,16
20596,44,1,47,17
20597,33,2,41,15
20598,50,1,39,13
20599,39,4,46,17
20600,45,1,41,10
20601,29,5,36,27
20602,45,3,68,18
20603,28,8,49,10
20604,47,13,56,10
20605,44,4,37,11
20606,53,6,38,12
20607,35,5,34,8
20608,19,0,16,10
20609,61,1,81,14
20610,67,3,61,28
20611,41,4,62,33
20612,27,10,49,18
20613,51,0,60,10
20614,52,1,50,15
20615,62,2,46,16
20616,54,4,57,16
20617,62,0,55,19
20618,50,2,51,18
20619,49,1,56,10
20620,48,10,67,7
20621,63,4,39,18
20622,32,3,29,8
20623,22,0,34,12
20624,51,1,54,28
20625,57,1,61,20
20626,55,1,69,12
20627,54,1,60,20
20628,56,2,54,9
20629,69,7,50,11
20630,45,3,65,16
20631,51,1,66,24
20632,63,0,51,16
20633,62,3,47,17
20634,57,0,48,25
20635,52,2,65,15
20636,55,0,57,7
20637,35,6,71,7
20638,60,10,47,2
20639,54,5,39,12
20640,33,1,23,4
20641,22,1,32,11
20642,68,0,82,16
20643,66,1,79,16
20644,64,1,80,19
20645,40,1,67,14
20646,27,3,58,12
20647,72,1,64,20
20648,61,2,65,21
20649,57,2,66,26
20650,57,4,67,22
20651,55,5,57,14
20652,53,3,56,14
20653,61,1,45,20
20654,47,0,56,22
20655,54,2,55,16
20656,46,0,48,7
20657,44,3,55,19
20658,49,3,51,8
20659,54,10,34,5
20660,28,7,36,5
20661,24,5,27,11
20662,83,2,34,7
20663,70,5,20,13
20664,9,3,18,6
20665,6,1,7,5
20666,3,0,5,1
20667,53,12,60,52
20668,60,14,68,27
20669,79,7,59,37
20670,58,15,80,29
20671,69,17,82,43
20672,61,9,53,32
20673,50,18,54,28
20674,54,16,66,16
20675,41,16,61,20
20676,50,17,61,29
20677,41,28,61,17
20678,54,17,47,18
20679,44,51,50,14
20680,28,12,41,10
20681,21,8,20,22
20682,65,3,55,36
20683,77,2,55,28
20684,55,1,56,30
20685,45,2,70,29
20686,50,9,48,16
20687,43,5,49,16
20688,93,10,51,40
20689,93,8,56,40
20690,71,6,57,31
20691,88,5,45,34
20692,66,10,64,31
20693,69,16,59,17
20694,60,19,42,20
20695,128,0,39,24
20696,144,0,34,33
20697,61,0,43,18
20698,62,3,32,16
20699,27,6,87,31
20700,32,6,82,27
20701,40,6,91,38
20702,26,7,85,36
20703,20,12,91,35
20704,26,8,84,34
20705,27,8,71,40
20706,26,13,68,21
20707,16,8,78,21
20708,21,7,85,26
20709,24,4,61,33
20710,30,11,65,25
20711,22,3,57,34
20712,23,6,61,37
20713,26,16,58,32
20714,18,17,73,16
20715,22,26,43,12
20716,17,25,76,21
20717,18,14,84,30
20718,25,11,73,22
20719,20,19,55,24
20720,22,6,54,24
20721,31,2,73,26
20722,30,4,97,31
20723,24,4,110,37
20724,20,2,77,22
20725,42,4,83,15
20726,31,6,65,29
20727,20,7,79,18
20728,24,20,49,16
20729,19,15,48,21
20730,28,8,40,9
20731,18,2,61,52
20732,15,1,92,64
20733,12,2,78,61
20734,15,2,68,42
20735,19,4,74,37
20736,16,6,78,45
20737,14,6,76,28
20738,13,6,100,28
20739,11,4,79,33
20740,12,3,76,32
20741,9,4,65,38
20742,6,3,63,26
20743,7,7,56,24
20744,4,2,24,14
20745,31,7,55,33
20746,23,10,66,22
20747,25,7,81,27
20748,31,8,76,28
20749,37,10,73,32
20750,45,15,58,23
20751,50,15,52,26
20752,24,18,55,10
20753,33,20,43,15
20754,24,16,62,21
20755,27,14,50,29
20756,19,6,51,19
20757,22,32,51,17
20758,27,34,57,21
20759,21,47,61,6
20760,26,36,74,13
20761,37,13,28,6
20762,15,12,33,14
20763,56,2,48,27
20764,61,2,56,31
20765,57,1,73,31
20766,56,6,54,20
20767,53,5,41,23
20768,45,4,48,40
20769,41,3,56,27
20770,43,8,67,21
20771,54,2,63,18
20772,34,5,33,15
20773,23,2,40,15
20774,38,4,66,25
20775,16,6,56,29
20776,17,2,44,16
20777,15,7,50,11
20778,27,1,49,45
20779,31,3,61,38
20780,40,4,69,23
20781,25,6,54,15
20782,20,3,47,30
20783,24,3,53,19
20784,38,21,36,18
20785,17,9,26,17
20786,6,1,33,9
20787,6,8,18,9
20788,4,2,10,6
20789,29,11,67,20
20790,34,8,68,20
20791,29,12,84,13
20792,16,8,101,18
20793,29,4,75,23
20794,23,8,93,9
20795,21,9,91,9
20796,19,12,94,5
20797,28,6,81,11
20798,22,9,65,11
20799,26,6,70,19
20800,15,24,73,9
20801,27,28,81,7
20802,14,25,58,3
20803,15,23,43,10
20804,41,3,79,24
20805,33,2,73,19
20806,43,2,96,18
20807,58,3,84,14
20808,45,7,96,14
20809,24,7,89,13
20810,34,5,87,19
20811,39,4,62,15
20812,21,15,82,7
20813,51,13,77,7
20814,24,2,73,24
20815,36,0,56,37
20816,39,2,75,23
20817,28,0,84,21
20818,28,3,78,21
20819,25,3,46,17
20820,28,1,62,14
20821,19,3,54,14
20822,25,5,62,19
20823,24,9,58,16
20824,14,4,33,10
20825,35,2,67,16
20826,28,6,106,18
20827,28,7,82,26
20828,25,4,82,39
20829,23,7,79,21
20830,20,8,76,17
20831,24,8,49,21
20832,23,3,52,31
20833,16,21,54,5
20834,25,6,58,16
20835,40,0,29,20
20836,48,0,33,27
20837,39,0,71,8
20838,39,0,41,18
20839,24,1,29,14
20840,20,0,13,9
20841,24,0,29,5
20842,28,3,64,25
20843,26,1,55,21
20844,22,2,68,17
20845,27,1,62,24
20846,23,1,41,15
20847,19,--,46,19
20848,37,1,34,28
20849,28,0,33,15
20850,41,1,38,19
20851,26,2,39,26
20852,34,0,28,18
20853,27,0,22,12
20854,47,1,264,22
20855,50,0,56,26
20856,23,1,67,27
20857,18,1,67,26
20858,38,0,61,29
20859,35,2,48,28
20860,23,1,46,30
20861,33,1,61,21
20862,39,1,67,15
20863,11,0,28,8
20864,8,0,16,8
20865,30,0,48,22
20866,33,1,62,22
20867,29,2,42,28
20868,25,1,54,11
20869,34,1,42,20
20870,25,2,62,22
20871,24,1,50,24
20872,21,2,49,17
20873,29,1,59,6
20874,15,0,45,14
20875,31,1,23,34
20876,39,2,57,38
20877,42,2,48,26
20878,34,0,36,17
20879,31,2,47,28
20880,28,0,69,28
20881,45,1,53,17
20882,28,1,32,10
20883,22,4,93,29
20884,28,4,89,28
20885,15,2,48,22
20982,56,3,60,27
20983,85,1,46,17
20984,56,5,41,14
20985,57,4,38,10
20986,113,1,36,30
20987,113,1,45,25
20988,91,0,66,19
20989,96,1,31,17
20990,58,2,25,13
20991,54,0,20,13
20992,63,2,90,20
20993,65,1,52,16
20994,26,2,73,13
20995,34,9,66,13
20996,121,0,59,32
20997,76,1,40,21
20998,68,1,42,15
20999,28,1,32,8
21000,10,2,21,7
21001,10,2,13,1
21002,64,8,50,15
21003,65,9,35,15
21004,70,11,47,13
21005,53,6,44,21
21006,55,5,36,21
21007,61,11,37,10
21008,62,12,36,10
21009,69,11,42,8
21010,69,11,40,16
21011,52,14,43,12
21012,68,9,41,16
21013,57,16,38,7
21014,47,12,41,13
21015,46,14,46,15
21016,40,16,29,10
21017,46,9,39,12
21018,60,20,42,5
21019,52,13,41,11
21020,48,15,46,9
21021,59,8,28,15
21022,42,15,0,13
21023,49,16,34,12
21024,52,19,46,9
21025,47,29,33,8
21026,48,25,25,6
21027,66,47,43,2
21028,43,46,38,6
21029,57,34,32,12
21030,54,15,30,11
21031,31,10,29,14
21032,22,2,12,17
21033,51,5,44,21
21034,60,0,34,11
21035,49,3,34,25
21036,55,9,21,14
21037,45,14,35,8
21038,64,2,60,13
21039,39,2,29,8
21040,38,5,37,8
21041,80,0,43,22
21042,77,2,37,7
21043,66,4,25,18
21044,60,0,68,11
21045,57,2,31,12
21046,49,1,32,13
21047,46,2,33,11
21048,31,1,39,8
21049,22,5,23,9
21050,12,5,13,5
21051,9,1,4,2
21052,59,21,62,15
21053,68,26,74,10
21054,53,16,75,16
21055,64,27,60,12
21056,55,22,68,14
21057,61,23,72,12
21058,52,32,79,13
21059,46,27,65,17
21060,54,22,55,8
21061,44,34,53,1
21062,35,28,53,7
21063,49,28,54,7
21064,53,30,51,14
21065,40,32,70,10
21066,70,28,51,7
21067,38,21,65,7
21068,48,43,56,12
21069,43,25,70,16
21070,57,21,63,8
21071,43,25,50,9
21072,44,11,78,0
21073,39,23,42,13
21074,35,52,38,7
21075,32,54,38,4
21076,28,55,52,0
21077,23,91,36,6
21078,31,74,53,5
21079,22,71,52,5
21080,36,50,43,9
21081,33,20,20,6
21082,26,12,29,5
21083,61,11,82,15
21084,54,19,71,14
21085,66,18,67,19
21086,48,21,75,16
21087,59,20,67,15
21088,59,16,55,16
21089,47,12,58,17
21090,42,14,69,14
21091,41,15,55,17
21092,42,16,70,10
21093,39,12,68,10
21094,42,31,53,13
21095,28,41,55,7
21096,41,28,47,5
21097,27,49,49,7
21098,37,35,62,7
21099,44,20,33,6
21100,22,17,35,4
21101,--,--,--,--
21102,75,4,74,10
21103,89,3,70,17
21104,94,7,60,21
21105,65,5,73,27
21106,60,11,55,11
21107,46,3,55,17
21108,74,10,64,14
21109,70,11,50,12
21110,60,2,54,22
21111,65,2,48,12
21112,38,30,49,7
21113,55,19,63,9
21114,54,13,42,7
21115,57,4,25,7
21116,33,5,31,8
21117,114,3,48,18
21118,122,1,24,20
21119,107,2,33,29
21120,69,3,32,10
21121,72,0,16,16
21122,101,3,35,19
21123,149,3,39,9
21124,104,2,29,14
21125,82,2,35,14
21126,97,2,25,16
21127,117,2,43,19
21128,104,2,53,14
21129,115,2,43,16
21130,112,1,42,17
21131,76,4,35,11
21132,65,2,35,9
21133,78,2,28,8
21134,117,0,22,26
21135,98,0,41,38
21136,63,3,19,17
21137,82,1,20,19
21138,43,10,42,16
21139,33,17,49,10
21140,13,5,16,8
21141,62,9,90,30
21142,56,15,96,36
21143,62,15,106,28
21144,45,11,74,20
21145,51,14,78,34
21146,51,5,87,42
21147,75,9,71,39
21148,59,6,61,41
21149,76,5,82,32
21150,56,21,65,29
21151,48,28,79,12
21152,50,36,85,12
21153,32,12,59,17
21154,32,10,42,17
21155,54,3,60,29
21156,29,15,69,15
21157,44,3,73,35
21158,40,3,82,26
21159,31,4,80,19
21160,42,2,74,24
21161,35,4,68,32
21162,34,2,79,24
21163,37,1,57,21
21164,38,6,58,11
21165,33,4,52,11
21166,16,1,36,14
21167,49,3,67,13
21168,60,1,55,11
21169,27,3,44,12
21170,34,5,34,8
21171,46,1,54,21
